"V1" "V2" "V3" "V4"
0.0397242952640328 0.0782273339170682 0.0644532001693415 0.144846086881532
0.058759015630747 0.0595182834406972 0.0407191699316136 0.0954202038300688
0.0654988508496645 0.0985756519028648 0.0761350933951428 0.0988327625204203
0.095358596954796 0.081650735050416 0.0507199739317241 0.0670597074212541
0.109591069953074 0.0557377772728424 0.0311587519605525 0.0630911430431595
0.0521923612757028 0.0698050194634903 0.0436789582962913 0.0572177793787817
0.135601296899098 0.0900318747416012 0.0746117843534885 0.0876448111926049
0.0710071202361204 0.0493220210533266 0.0426052890586282 0.0707355696634471
0.0837405356800607 0.0805971334126708 0.0456098578776531 0.0887342065251845
0.0864588731837722 0.0582280290669112 0.0223616810010409 0.0711219197245238
0.0640077110959301 0.0836565371151925 0.0408407329541877 0.0897762694045095
0.0887327668260028 0.064820281754494 0.0455109175329655 0.0886292961989712
0.0888422778581072 0.083874231998252 0.0332694884566626 0.072609098762424
0.0876001177951594 0.0728617790273564 0.0669176350535897 0.0509156614396028
0.0525578724040355 0.0620413107539895 0.0500406974098243 0.0715135358530637
0.138673784271605 0.065908794644065 0.0554312002969529 0.105046407277645
0.0719146815022741 0.0588618640308264 0.0673445126959787 0.0724406794849079
0.0496180738962861 0.0409839161249221 0.0471471933211465 0.0739268947209458
0.0503827155838769 0.0480073812052438 0.0705127170821607 0.064860102101861
0.0867746394559878 0.059115927816601 0.0914678011961782 0.0732213825611059
0.0593134592931223 0.100765862032723 0.0686225409279438 0.109683433214869
0.093280757911214 0.0637421739736274 0.0466343141683945 0.0895950886160842
0.0355344536150098 0.0666192960598038 0.0433636354616116 0.107164926677172
0.104213068487107 0.0669270387685153 0.0426364505245514 0.0716755241022822
0.0819480246416906 0.0606149924768129 0.0625465476243887 0.107251503589213
0.0295199686663419 0.0721505502403319 0.0483254199966577 0.09762622282299
0.0824763232816222 0.0350478217098849 0.0552544368139086 0.0374005742278848
0.0399437973906198 0.0817938757068463 0.0588498076578378 0.10382476212639
0.0718399153236063 0.0544993316838722 0.0728659595132169 0.0625487479773227
0.0506536416064781 0.0413328009499208 0.045090162344876 0.0590028259476625
0.082705955480472 0.0940729706927974 0.0820001334716585 0.0976798946918018
0.0842375731788166 0.0934795438466586 0.089908695250395 0.090212341242151
0.0536544064069435 0.0753163628909069 0.0507732401406048 0.105089311963461
0.10353108896196 0.055887372352763 0.0306550466888838 0.0735024831547035
