"V1" "V2" "V3" "V4"
0.0244945567651633 0.0080091533180778 0.0360411899313501 0.0283400809716599
0.0244945567651633 0.0280320366132723 0.040045766590389 0.0364372469635628
0.0244945567651633 0.0240274599542334 0.0120137299771167 0.0242914979757085
0.0244945567651633 0.0280320366132723 0.0200228832951945 0.0364372469635628
0.0367418351477449 0.0280320366132723 0.0240274599542334 0.0404858299595142
0.0163297045101089 0.0240274599542334 0.0240274599542334 0.0404858299595142
0.0204121306376361 0.0240274599542334 0.0200228832951945 0.0364372469635628
0.0326594090202177 0.0320366132723112 0.0160183066361556 0.0364372469635628
0.0204121306376361 0.0200228832951945 0.0240274599542334 0.0323886639676113
0.0244945567651633 0.0200228832951945 0.0200228832951945 0.0283400809716599
0.0244945567651633 0.0320366132723112 0.0280320366132723 0.0364372469635628
0.0408242612752722 0.0280320366132723 0.0200228832951945 0.0242914979757085
0.0244945567651633 0.0280320366132723 0.0360411899313501 0.0283400809716599
0.0204121306376361 0.0160183066361556 0.0360411899313501 0.0242914979757085
0.0285769828926905 0.0240274599542334 0.0280320366132723 0.0121457489878542
0.0244945567651633 0.0320366132723112 0.0280320366132723 0.0283400809716599
0.0204121306376361 0.0280320366132723 0.0320366132723112 0.0323886639676113
0.0244945567651633 0.0200228832951945 0.0360411899313501 0.0161943319838057
0.0285769828926905 0.0240274599542334 0.0320366132723112 0.0283400809716599
0.0244945567651633 0.0320366132723112 0.0320366132723112 0.048582995951417
0.0326594090202177 0.0240274599542334 0.0160183066361556 0.0242914979757085
0.0244945567651633 0.0360411899313501 0.0200228832951945 0.0323886639676113
0.0367418351477449 0.0280320366132723 0.0280320366132723 0.0283400809716599
0.0285769828926905 0.0200228832951945 0.0240274599542334 0.0283400809716599
0.0244945567651633 0.0240274599542334 0.0240274599542334 0.0242914979757085
0.0163297045101089 0.0120137299771167 0.0200228832951945 0.0323886639676113
0.0163297045101089 0.0200228832951945 0.0240274599542334 0.0364372469635628
0.0285769828926905 0.0280320366132723 0.0280320366132723 0.0242914979757085
0.0326594090202177 0.0280320366132723 0.0280320366132723 0.0283400809716599
0.0244945567651633 0.0280320366132723 0.0320366132723112 0.0242914979757085
0.0326594090202177 0.0160183066361556 0.0200228832951945 0.0323886639676113
0.00816485225505443 0.0280320366132723 0.0160183066361556 0.0283400809716599
0.0163297045101089 0.0120137299771167 0.0160183066361556 0.0283400809716599
0.0204121306376361 0.0160183066361556 0.040045766590389 0.0445344129554656
0.0326594090202177 0.0200228832951945 0.0160183066361556 0.0202429149797571
0.0163297045101089 0.0320366132723112 0.0240274599542334 0.0242914979757085
0.0122472783825816 0.0160183066361556 0.0240274599542334 0.0323886639676113
0.0367418351477449 0.0320366132723112 0.0200228832951945 0.0283400809716599
0.0244945567651633 0.0240274599542334 0.0280320366132723 0.0364372469635628
0.0204121306376361 0.0200228832951945 0.0160183066361556 0.0242914979757085
0.0367418351477449 0.0200228832951945 0.0240274599542334 0.0323886639676113
0.0244945567651633 0.0280320366132723 0.0200228832951945 0.00809716599190283
0.0163297045101089 0.0280320366132723 0.0280320366132723 0.0323886639676113
0.0285769828926905 0.0080091533180778 0.0320366132723112 0.0202429149797571
0.0163297045101089 0.040045766590389 0.0200228832951945 0.0242914979757085
0.0244945567651633 0.0160183066361556 0.0320366132723112 0.0242914979757085
0.0204121306376361 0.0240274599542334 0.0120137299771167 0.0242914979757085
0.0204121306376361 0.0200228832951945 0.0120137299771167 0.0364372469635628
0.0122472783825816 0.0120137299771167 0.0240274599542334 0.0283400809716599
0.0408242612752722 0.0280320366132723 0.0280320366132723 0.0445344129554656
0.0285769828926905 0.0200228832951945 0.0240274599542334 0.0283400809716599
0.0285769828926905 0.0240274599542334 0.0240274599542334 0.0283400809716599
0.0367418351477449 0.0280320366132723 0.0200228832951945 0.0323886639676113
0.0285769828926905 0.0280320366132723 0.0280320366132723 0.0283400809716599
0.0326594090202177 0.0120137299771167 0.040045766590389 0.0242914979757085
0.0285769828926905 0.0280320366132723 0.0280320366132723 0.0323886639676113
0.0408242612752722 0.0320366132723112 0.0280320366132723 0.0242914979757085
0.0244945567651633 0.0200228832951945 0.0320366132723112 0.0161943319838057
0.0204121306376361 0.0240274599542334 0.0360411899313501 0.0283400809716599
0.0204121306376361 0.0240274599542334 0.0200228832951945 0.0364372469635628
0.0244945567651633 0.0240274599542334 0.0160183066361556 0.0242914979757085
0.0285769828926905 0.0240274599542334 0.0320366132723112 0.0364372469635628
0.0244945567651633 0.0360411899313501 0.0240274599542334 0.0283400809716599
