"V1" "V2" "V3" "V4"
0.25531914893617 0.166666666666667 0.28 0.270833333333333
0.244897959183673 0.224489795918367 0.352941176470588 0.375
0.340425531914894 0.355555555555556 0.12 0.363636363636364
0.212765957446809 0.288888888888889 0.192307692307692 0.291666666666667
0.354166666666667 0.395833333333333 0.24 0.313725490196078
0.18 0.177777777777778 0.204081632653061 0.4
0.16 0.25531914893617 0.229166666666667 0.408163265306122
0.304347826086957 0.234042553191489 0.196078431372549 0.212765957446809
0.173913043478261 0.297872340425532 0.24 0.333333333333333
0.295454545454545 0.272727272727273 0.12 0.355555555555556
0.304347826086957 0.36734693877551 0.215686274509804 0.441860465116279
0.326530612244898 0.270833333333333 0.163265306122449 0.26530612244898
0.244897959183673 0.333333333333333 0.352941176470588 0.297872340425532
0.227272727272727 0.333333333333333 0.340425531914894 0.341463414634146
0.318181818181818 0.282608695652174 0.326086956521739 0.195121951219512
0.260869565217391 0.36734693877551 0.208333333333333 0.235294117647059
0.212765957446809 0.311111111111111 0.294117647058824 0.333333333333333
0.304347826086957 0.0851063829787234 0.36 0.173913043478261
0.311111111111111 0.304347826086957 0.285714285714286 0.285714285714286
0.229166666666667 0.346938775510204 0.28 0.5
0.288888888888889 0.24 0.163265306122449 0.224489795918367
0.26 0.270833333333333 0.16 0.354166666666667
0.352941176470588 0.25 0.244897959183673 0.34
0.266666666666667 0.196078431372549 0.196078431372549 0.304347826086957
0.2 0.291666666666667 0.288461538461538 0.208333333333333
0.204081632653061 0.326530612244898 0.285714285714286 0.333333333333333
0.212765957446809 0.217391304347826 0.12 0.340909090909091
0.292682926829268 0.285714285714286 0.244897959183673 0.222222222222222
0.319148936170213 0.32 0.192307692307692 0.319148936170213
0.22 0.212765957446809 0.32 0.3
0.340425531914894 0.25531914893617 0.192307692307692 0.304347826086957
0.0930232558139535 0.266666666666667 0.125 0.380952380952381
0.195652173913043 0.173913043478261 0.229166666666667 0.369565217391304
0.212765957446809 0.18 0.4 0.448979591836735
0.382978723404255 0.260869565217391 0.156862745098039 0.288888888888889
0.238095238095238 0.38 0.294117647058824 0.325581395348837
0.130434782608696 0.1875 0.244897959183673 0.386363636363636
0.326530612244898 0.285714285714286 0.297872340425532 0.297872340425532
0.325581395348837 0.25531914893617 0.235294117647059 0.4
0.239130434782609 0.25 0.235294117647059 0.306122448979592
0.382978723404255 0.204081632653061 0.25 0.340909090909091
0.24 0.25 0.244444444444444 0.0425531914893617
0.234042553191489 0.333333333333333 0.28 0.38
0.326086956521739 0.0851063829787234 0.326530612244898 0.224489795918367
0.195121951219512 0.346153846153846 0.26 0.217391304347826
0.326086956521739 0.24 0.291666666666667 0.224489795918367
0.217391304347826 0.318181818181818 0.170212765957447 0.214285714285714
0.170212765957447 0.266666666666667 0.16 0.439024390243902
0.136363636363636 0.142857142857143 0.204081632653061 0.333333333333333
0.48936170212766 0.446808510638298 0.28 0.428571428571429
0.346938775510204 0.229166666666667 0.196078431372549 0.244897959183673
0.25 0.340425531914894 0.24 0.333333333333333
0.285714285714286 0.260869565217391 0.26 0.333333333333333
0.36 0.208333333333333 0.283018867924528 0.3125
0.304347826086957 0.208333333333333 0.346153846153846 0.208333333333333
0.340425531914894 0.25531914893617 0.230769230769231 0.355555555555556
0.352941176470588 0.291666666666667 0.244897959183673 0.274509803921569
0.347826086956522 0.170212765957447 0.274509803921569 0.244444444444444
0.208333333333333 0.244444444444444 0.291666666666667 0.418604651162791
0.212765957446809 0.319148936170213 0.230769230769231 0.28
0.282608695652174 0.235294117647059 0.16 0.270833333333333
0.212765957446809 0.276595744680851 0.36734693877551 0.448979591836735
0.24 0.36734693877551 0.244897959183673 0.355555555555556
